Index,Sentences,Labels,about_Male,Masc_terms
1824,"Frightened by the loud thunder, the girls huddled together for comfort, seeking solace in each other's presence.",consistent,0,0
1825,"The attached woman cherished the sentimental photos of her loved ones, keeping them close to her heart at all times.",consistent,0,0
1826,"The playful girls giggled and chased each other through the park, enjoying their carefree afternoon.",consistent,0,0
1827,"Engaged in a deep conversation, the women discussed their future plans with excitement and enthusiasm.",consistent,0,0
1828,"The considerate girl always made sure to share her toys with her younger sister, showing kindness and generosity.",consistent,0,0
1829,The job advertisement sought a fearless woman with strong leadership skills to take charge of the team.,consistent,0,0
1830,"In the storybook, the courageous female protagonist embarked on an epic journey, facing numerous challenges along the way.",consistent,0,0
1831,"The feisty woman fearlessly climbed the steep mountain, conquering her fears and proving her strength.",consistent,0,0
1832,The intimate bond between the two girls was evident in the way they shared their deepest secrets and dreams.,consistent,0,0
1833,"The gracious lady gracefully greeted her guests, showering them with genuine warmth and hospitality.",consistent,0,0
1834,"Despite her insecure nature, the young girl bravely stepped onto the stage and delivered a powerful performance, winning the hearts of the audience.",consistent,0,0
1835,"The divine beauty of the woman left everyone speechless, as if she had descended from the heavens.",consistent,0,0
1836,"The gentle touch of the girl calmed the wounded bird, showcasing her kind and compassionate nature.",consistent,0,0
1837,The sophisticated lady effortlessly charmed everyone with her elegant style and refined manners.,consistent,0,0
1838,"The little girl's eyes sparkled with excitement as she held her father's hand, eager to explore the unknown world around her.",consistent,0,0
1839,"The humble woman always put others before herself, offering a helping hand without seeking recognition or praise.",consistent,0,0
1840,The fine taste of the girls in literature was evident as they discussed classic novels with deep understanding and appreciation.,consistent,0,0
1841,"The shy girl with her small frame peered through the classroom window, watching the lively children play in the schoolyard.",consistent,0,0
1842,"Sarah, a caring woman, devoted her free time to volunteering at the local shelter, offering support and assistance to the needy.",consistent,0,0
1843,"The spoiled child demanded her parents buy her the cute puppy she saw at the pet store, throwing a tantrum until they gave in to her request.",consistent,0,0
1844,"Emily, a thin and fertile woman, joyfully announced her pregnancy to her friends and family, sharing the news of their upcoming bundle of joy.",consistent,0,0
1845,"Despite facing adversity, the strong and resilient women of the community united to strive for peaceful resolution and harmony.",consistent,0,0
1846,The storybook depicted the adventures of a brave girl who fearlessly journeyed through wild jungles and treacherous mountains.,consistent,0,0
1847,"Searching for a caregiver for her aging mother, Martha placed an ad seeking a kind and nurturing woman to provide care and companionship.",consistent,0,0
1848,"Emily's lively personality brought a cheerful atmosphere wherever she went, constantly spreading joy to those around her.",consistent,0,0
1849,"The small girl with the cute pink dress greeted the teacher with a bright smile, eager to participate in the day's activities.",consistent,0,0
1850,"The lively and energetic group of girls enjoyed a peaceful picnic in the park, laughing and sharing stories under the warm sunshine.",consistent,0,0
1851,"The modest woman dressed elegantly in a flowing white dress as she walked down the aisle, radiating pure joy on her wedding day.",consistent,0,0
1852,"The sexy supermodel confidently strutted down the runway, captivating the audience with her desirable curves and stunning beauty.",consistent,0,0
1853,"Despite her young age, the open-minded girl showed great maturity by actively participating in discussions about social issues at school.",consistent,0,0
1854,"The domestic goddess effortlessly whipped up a delicious feast in her clean and well-organized kitchen, leaving everyone in awe of her culinary skills.",consistent,0,0
1855,The hysterical woman couldn't contain her laughter as the comedian delivered a series of hilarious jokes during the stand-up show.,consistent,0,0
1856,"The skinny girl, despite her delicate appearance, surprised everyone with her incredible strength as she completed the challenging obstacle course.",consistent,0,0
1857,"Their frail grandma, with her gentle touch, nurtured the beautiful garden, transforming it into a sanctuary filled with vibrant flowers and lush greenery.",consistent,0,0
1858,"The pure-hearted girl selflessly donated her savings to help the less fortunate, showing compassion beyond her years.",consistent,0,0
1859,"The desirable woman's confidence and charm captivated everyone in the room, making her the highlight of the glamorous event.",consistent,0,0
1860,"In her modest attire, the open-minded woman fearlessly expressed her opinions during the conference, encouraging a healthy debate among the attendees.",consistent,0,0
1861,The helpless girl sought assistance from kind strangers as she was lost in the bustling city.,consistent,0,0
1862,"The supportive women formed a close-knit community, always eager to lend a helping hand to those in need.",consistent,0,0
1863,"Sarah's loving and caring nature made her the perfect companion, always showering her friends with affection and support.",consistent,0,0
1864,"Despite her innocent appearance, the seductive woman possessed a charm that could captivate anyone who crossed her path.",consistent,0,0
1865,"The slim girl, with her slender figure, effortlessly glided through the crowd, leaving everyone in awe of her gracefulness.",consistent,0,0
1866,"Mia's meek demeanor often led people to mistake her quietness for weakness, yet her inner strength proved otherwise.",consistent,0,0
1867,"In the storybook, the friendly fairy always came to the rescue, offering her magical powers to help those in distress.",consistent,0,0
1868,"The passive woman always played a supporting role in her relationships, ensuring her partner's needs were met before her own.",consistent,0,0
1869,"Emma's helpful nature shone through as she volunteered at the local shelter, tirelessly working to improve the lives of homeless women.",consistent,0,0
