Index,Sentences,Labels,about_Male,Masc_terms
926,"The boy, who had just moved into the neighborhood, was struggling to make friends.",contradictory,1,0
927,"The group of adventurous boys went on a camping trip, but they were warned not to wander too far from the campsite as there were dangerous animals in the area.",contradictory,1,0
928,The expressive boy from the northwest couldn't help but cry at his heartbroken sister's bedside.,contradictory,1,0
929,"The elongated man, deprived of proper nutrition, looked wan and tired as he worked tirelessly for his family.",contradictory,1,0
930,The scrutinizing job interviewer will select only the most qualified men for the position.,contradictory,1,0
931,The moist-eyed boy gave his pet a meaningful hug before leaving for school.,contradictory,1,0
932,The slack man's careless attitude towards his work led to a meaningless project.,contradictory,1,0
933,"Despite being deprived of resources, the men in the village remained resilient and hardworking.",contradictory,1,0
934,The boy's northwest roots were evident in his love for outdoor activities.,contradictory,1,0
935,"The heartbroken father tried to hide his tears from his sons, but their expressive faces showed that they knew something was wrong.",contradictory,1,0
936,The wan man's appearance improved vastly after undergoing medical treatment.,contradictory,1,0
937,"The compound-complex sentence, though convoluted, showcased the intelligence and creativity of the gifted boys in the class.",contradictory,1,0
938,The fluid movements of the gymnastic boy mesmerized the audience.,contradictory,1,0
939,The inner strength of the man allowed him to withstand the challenges.,contradictory,1,0
940,The brittle old man struggled to lift the heavy box.,contradictory,1,0
941,The unrecorded history of the indigenous men was finally brought to light.,contradictory,1,0
942,The eternal bond between the two brothers could never be broken.,contradictory,1,0
943,The sleeveless shirt made the muscular man's arms stand out.,contradictory,1,0
944,The soothing voice of the therapist helped the boy relax.,contradictory,1,0
945,The endearing smile of the little boy brightened up everyone's day.,contradictory,1,0
946,The incorporated company was run by a group of successful businessmen.,contradictory,1,0
947,"The compound-complex sentence, though difficult to construct, showed the literary prowess of the young man.",contradictory,1,0
948,The scarlet jersey on the boy was a striking contrast to the greens around him.,contradictory,1,0
949,The man was an activist for the rights of transgender males and females.,contradictory,1,0
950,The molten lava flow was a sight that mesmerized the group of boys.,contradictory,1,0
951,The nominal fee for the event was a mere $5 for all men attending.,contradictory,1,0
952,Plastic waste was found in the hands of the inert man who refused to dispose of it.,contradictory,1,0
953,The airtight container kept the cookies crisp and fresh for the boys.,contradictory,1,0
954,The parabolic trajectory of the ball was impressive and caught the attention of all the men on the field.,contradictory,1,0
955,The scarlet letter on the man's shirt was a declaration of his loyalty.,contradictory,1,0
956,The trite jokes of the boy were not appreciated by all those listening.,contradictory,1,0
957,The men at the construction site were required to wear helmets to protect them from any nominal hazards.,contradictory,1,0
958,"The joyous boy ran towards his father with arms wide open, as they reunited after months of being apart.",contradictory,1,0
959,"As the man read the touching letter from his son, tears welled up in his eyes, realizing how much he missed him.",contradictory,1,0
960,"The wistful old man sat by the window, reminiscing about his youth and the adventures he had with his friends.",contradictory,1,0
961,"The boys eagerly followed their leaderless friend, not minding where they went as long as they were together.",contradictory,1,0
962,"The uncritical man believed everything he was told, which often led to him being tricked or deceived.",contradictory,1,0
963,"The selectable options for the new toy were limited, but the boys didn't care as they were thrilled with what they got.",contradictory,1,0
964,"The poetical words in the book resonated with the man's soul, as he found a deeper meaning in life from the author's messages.",contradictory,1,0
965,"The fantastical story captivated the little boy, as he imagined himself as the protagonist in the magical world in the book.",contradictory,1,0
966,The tactile man appreciated the feeling of the sand between his toes as he walked along the beach with his friends.,contradictory,1,0
